id,reg,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,firstRegistrationDate
2471,N917FJ,True,15017,ACB132,Mesa Airlines,CR9,CRJ9,CRJ9,CRJ-900,,,,2004-03-25,2004-03-25,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,21.0,True,1,2004-03-25
89132,N306SY,True,17000870,A33743,SkyWest Airlines,E75,E175,E175,175LR,,,,,2020-12-25,Embraer 175,2,Jet,False,Embraer ERJ170,,True,1,2020-12-25
4329,N337JB,True,19000473,A3B09A,JetBlue Airways,E90,E190,E190,190AR,100,,,2011-09-21,2011-09-21,Embraer 190,2,Jet,False,Embraer ERJ190,13.5,True,1,2011-09-21
17715,N348NW,True,410,A3DC47,Delta Air Lines,320,A320,A320,320-212,,1993-02-15,1993-02-15,1993-04-20,2009-07-27,Airbus A320,2,Jet,False,Airbus A320,32.1,True,2,1993-04-20
2167,N639AE,True,145182,A85F30,Piedmont Airlines,ER4,E145,E145,145LR,,,,1999-10-21,2018-01-20,Embraer 145,2,Jet,False,Embraer ERJ145,25.4,True,3,1999-10-21
27049,N445UA,True,826,A55EF3,United Airlines,320,A320,A320,320-232,100,1998-04-21,1998-04-21,1998-06-04,2008-12-13,Airbus A320,2,Jet,False,Airbus A320,26.9,True,3,1998-06-04
19310,N272AK,True,44112,A2ADF4,Alaska Airlines,737,,B739,B737-990ER,178,2017-04-06,2017-04-06,2017-04-23,2017-04-23,Boeing 737,2,Jet,False,Boeing 737,7.9,True,1,2017-04-23
2116469,N281NN,True,17000801,A2D2EB,Envoy Air,E75,E175,E175,175LR,,2019-06-04,,,2019-06-15,Embraer 175,2,Jet,False,Embraer ERJ170,5.8,True,1,2019-06-15
87293,N376FR,True,10327,A44AA2,Frontier Airlines,32N,A20N,A20N,320-251N,186,2020-11-11,,,2020-12-03,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,4.3,True,1,2020-12-03
31554,N739AE,True,17000080,A9EC7F,Envoy Air,E70,E170,E170,170SE,,,,2005-09-08,2024-08-05,Embraer 170,2,Jet,False,Embraer ERJ170,19.5,True,4,2005-09-08
10208,N214UA,True,30220,A1CA21,United Airlines,772,B772,B772,777-222,364,2000-08-11,2000-08-11,2000-08-25,2000-08-25,Boeing 777-200,2,Jet,False,Boeing 777,24.6,True,1,2000-08-25
5539,N313NV,True,2300,A35336,Allegiant Air,319,A319,A319,319-111,156,2004-09-10,2004-09-10,2004-10-15,2018-03-12,Airbus A319,2,Jet,False,Airbus A319,20.5,True,2,2004-10-15
4914,N566JB,True,2042,A73DFE,JetBlue Airways,320,A320,A320,320-232,150,2003-05-22,2003-05-22,2003-06-30,2003-06-30,Airbus A320,2,Jet,False,Airbus A320,21.8,True,1,2003-06-30
23359,N29968,True,60141,A31A34,United Airlines,789,B789,B789,B787-9,257,2016-12-14,2016-12-14,2017-01-05,2017-01-06,Boeing 787-9,2,Jet,False,Boeing 787,8.2,True,1,2017-01-06
31134,N101DQ,True,9409,A008C5,Delta Air Lines,321,A321,A321,321-211,191,2020-02-04,,,2020-02-13,Airbus A321,2,Jet,False,Airbus A321,5.1,True,1,2020-02-13
10337,N17139,True,30352,A11FC7,United Airlines,752,B752,B752,B757-224,169,2000-01-23,2000-01-23,2000-02-03,2010-11-30,Boeing 757-200,2,Jet,False,Boeing 757,25.1,True,2,2000-02-03
30553,N206SY,True,17000637,A1A9F4,SkyWest Airlines,E75,E175,E175,175LR,76,2017-02-06,,,2017-03-18,Embraer 175,2,Jet,False,Embraer ERJ170,8.1,True,1,2017-03-18
11126,N73278,True,31596,A9D5E7,United Airlines,738,B738,B738,B737-824,166,2003-09-24,2003-09-24,2003-10-09,2011-11-30,Boeing 737-800,2,Jet,False,Boeing 737 NG,21.5,True,2,2003-10-09
1747102,N912EV,True,7728,AC9E91,West Air (USA),CR2,CRJ2,CRJ2,CRJ-200LR,,,,2002-12-19,2007-01-01,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,22.2,True,3,2002-12-19
31731,N416AN,True,9466,A4EA77,American Airlines,321,A321,A21N,321-253NX,196,2020-02-20,,,2020-02-28,Airbus A321,2,Jet,False,Airbus A321,5.1,True,1,2020-02-28
24462,N77542,True,63647,AA7E99,United Airlines,738,B738,B738,B737-824,166,2017-09-14,2017-09-14,2017-10-02,2017-10-02,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.5,True,1,2017-10-02
1748196,N925SW,False,7682,ACD262,SkyWest Airlines,CR2,CRJ2,CRJ2,CRJ-200LR,,,,2002-09-26,2002-09-26,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,22.5,True,1,2002-09-26
26764,N652NK,True,8021,A8955E,Spirit Airlines,320,A320,A320,320-232,182,2017-12-14,2017-12-14,2017-12-22,2017-12-22,Airbus A320,2,Jet,False,Airbus A320,7.2,True,1,2017-12-22
26985,N343DN,True,8200,A3C8CB,Delta Air Lines,321,A321,A321,321-211,,2018-05-09,2018-05-09,2018-05-18,2018-05-18,Airbus A321,2,Jet,False,Airbus A321,6.8,True,1,2018-05-18
31359,N93305,True,17000412,ACF344,Mesa Airlines,E75,E175,E175,175LL,,,,2014-07-29,2014-07-29,Embraer 175,2,Jet,False,Embraer ERJ170,10.6,True,1,2014-07-29
3578,N668AW,True,1764,A8D206,American Airlines,320,A320,A320,320-232,150,2002-03-18,2002-03-18,2002-04-29,2015-04-08,Airbus A320,2,Jet,False,Airbus A320,23.0,True,3,2002-04-29
2115477,N313PQ,True,15313,A3534A,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,2014-04-11,,,2014-04-25,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,10.9,True,1,2014-04-25
7392,N512DN,True,267,A66935,Delta Air Lines,350,A350,A359,350-941,306,2018-12-14,2018-12-14,2019-01-26,2019-01-26,Airbus A350,2,Turboprop,False,Airbus A350,6.2,True,1,2019-01-26
3225,N868RW,False,17000131,ABEE1B,Envoy Air,E70,E170,E170,170SU,69,,,2006-06-22,2023-05-05,Embraer 170,2,Jet,False,Embraer ERJ170,18.7,True,4,2006-06-22
24449,N8558Z,True,63602,ABBD73,Southwest Airlines,738,B738,B738,B737-8H4,175,2017-12-06,2017-12-06,2017-12-18,2017-12-18,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.3,True,1,2017-12-18
183883,N12012,True,60145,A05648,United Airlines,781,B781,B781,B787-10,318,2020-01-21,,,2020-02-07,Boeing 787-10,2,Jet,False,Boeing 787,5.1,True,1,2020-02-07
2589,N947LR,True,15116,AD2833,Mesa Airlines,CR9,CRJ9,CRJ9,CRJ-900ER,76,,,2007-03-11,2014-06-27,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,18.0,True,3,2007-03-12
12771,N7737E,True,33929,AA777E,Southwest Airlines,73G,B737,B737,B737-7BD,143,2006-11-29,2006-11-29,2006-12-08,2014-08-19,Boeing 737-700,2,Jet,False,Boeing 737 NG,18.3,True,3,2006-12-08
2179,N644AE,True,145204,A8741C,Piedmont Airlines,ER4,E145,E145,145LR,,,,1999-12-21,2018-09-01,Embraer 145,2,Jet,False,Embraer ERJ145,25.2,True,3,1999-12-21
12838,N335NW,True,340,A3A9A3,Delta Air Lines,320,A320,A320,320-212,157,1992-06-01,1992-06-01,1992-12-22,2009-07-01,Airbus A320,2,Jet,False,Airbus A320,32.8,True,2,1992-12-22
25105,N438UA,True,678,A54299,United Airlines,320,A320,A320,320-232,,1997-04-02,1997-04-02,1997-05-29,2008-10-19,Airbus A320,2,Jet,False,Airbus A320,27.9,True,3,1997-05-29
9816,N407WN,True,29817,A4C8A3,Southwest Airlines,73G,B737,B737,B737-7H4,,2001-07-13,2001-07-13,2001-07-27,2001-07-27,Boeing 737-700,2,Jet,False,Boeing 737 NG,23.7,True,1,2001-07-27
2144293,N17355,True,67617,A12777,United Airlines,7M8,B38M,B38M,737-8MAX,,,,2024-07-17,2024-07-17,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,0.7,True,1,2024-07-17
8102,N730SW,True,27862,A9CCB0,Southwest Airlines,73G,B737,B737,B737-7H4,,1999-05-13,1999-05-13,1999-05-28,1999-05-28,Boeing 737-700,2,Jet,False,Boeing 737 NG,25.8,True,1,1999-05-28
11596,N256WN,True,32514,A26FC9,Southwest Airlines,73G,B737,B737,B737-7H4,,2006-09-13,2006-09-13,2006-09-27,2006-09-27,Boeing 737-700,2,Jet,False,Boeing 737 NG,18.5,True,1,2006-09-27
22277,N974AT,True,55034,AD9293,Delta Air Lines,717,B717,B717,B717-2BD,,,,2002-02-28,2015-03-05,Boeing 717,2,Jet,False,Boeing 717,23.0,True,2,2002-02-28
146694,N947NK,False,10683,AD285F,Spirit Airlines,32N,A20N,A20N,320-271N,182,2021-11-10,2021-11-10,2021-11-23,2021-11-23,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,3.3,True,1,2021-11-23
1909,N190UW,True,1436,A16A02,American Airlines,321,A321,A321,321-211,187,2001-02-06,2001-02-06,2001-03-05,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,24.1,True,3,2001-03-05
10210,N218UA,True,30222,A1D8FD,United Airlines,772,B772,B772,777-222ER,269,2000-12-18,2000-12-18,2001-01-10,2001-01-10,Boeing 777-200,2,Jet,False,Boeing 777,24.2,True,1,2001-01-10
13097,N227WN,True,34450,A1FD03,Southwest Airlines,73G,B737,B737,B737-7H4,143,2005-11-30,2005-11-30,2005-12-13,2005-12-13,Boeing 737-700,2,Jet,False,Boeing 737 NG,19.3,True,1,2005-12-13
19498,N68834,True,44564,A923CD,United Airlines,737,,B739,B737-924ER,,2014-09-12,2014-09-12,2014-09-23,2014-09-23,Boeing 737,2,Jet,False,Boeing 737,10.5,True,1,2014-09-23
94668,N936NK,True,10316,ACFD29,Spirit Airlines,32N,A20N,A20N,320-271N,182,2021-03-01,,,2021-03-12,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,4.0,True,1,2021-03-12
3189,N787BP,True,17000046,AAAAAE,Envoy Air,E70,E170,E170,170LR,66,,,2005-01-27,2024-05-02,Embraer 170,2,Jet,False,Embraer ERJ170,20.1,True,6,2005-01-27
27314,N449UA,True,851,A56DCF,United Airlines,320,A320,A320,320-232,,1998-06-09,1998-06-09,1998-07-21,2009-02-15,Airbus A320,2,Jet,False,Airbus A320,26.8,True,3,1998-07-21
11548,N476WN,True,32475,A5D965,Southwest Airlines,73G,B737,B737,B737-7H4,,2004-07-22,2004-07-22,2004-08-05,2004-08-05,Boeing 737-700,2,Jet,False,Boeing 737 NG,20.6,True,1,2004-08-05
18744,N8565Z,True,42533,ABC0C1,Southwest Airlines,738,B738,B738,B737-8H4,175,2018-02-07,2018-02-07,2018-02-21,2018-02-21,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.1,True,1,2018-02-21
2160,N635AE,False,145158,A85054,Piedmont Airlines,ER4,E145,E135,145LR,,,,1999-08-13,2016-03-23,Embraer 145,2,Jet,False,Embraer ERJ145,25.6,True,3,1999-08-13
16240,N344NW,True,388,A3CD6B,Delta Air Lines,320,A320,A320,320-212,157,1992-11-20,1992-11-20,1993-02-08,2009-12-26,Airbus A320,2,Jet,False,Airbus A320,32.3,True,2,1993-02-08
2122193,N546FF,True,10326,A6EEB9,PSA Airlines,,,,CRJ-702ER,,,,2011-04-20,2015-05-30,Canadair CRJ-702ER,,,False,,13.9,True,3,2011-04-20
23404,N576UW,True,6027,A7668A,American Airlines,321,A321,A321,321-231,187,2014-03-12,2014-03-12,2014-03-20,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,11.0,True,2,2014-03-20
17396,N833AA,True,40645,AB6380,American Airlines,789,B789,B789,B787-9,285,2017-11-28,2017-11-28,2017-12-05,2017-12-05,Boeing 787-9,2,Jet,False,Boeing 787,7.3,True,1,2017-12-05
22931,N979UY,True,5763,ADA6ED,American Airlines,321,A321,A321,321-231,187,2013-08-27,2013-08-27,2013-09-07,2015-11-16,Airbus A321,2,Jet,False,Airbus A321,11.5,True,3,2013-09-07
2113984,N91007,True,40929,AC9923,United Airlines,781,B781,B781,B787-10,318,2018-03-26,,,2019-05-17,Boeing 787-10,2,Jet,False,Boeing 787,7.0,True,2,2018-05-01
2144489,N723NK,True,12102,A9AFE7,Spirit Airlines,32Q,A21N,A21N,321-271NX,235,,,2024-08-30,2024-08-30,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,0.5,True,1,2024-08-30
2122785,N8880G,True,42680,AC3DEC,Southwest Airlines,7M8,B38M,B38M,737-8MAX,,,2023-06-05,2023-06-14,2023-06-14,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,1.8,True,1,2023-06-14
8201,N185DN,True,27961,A15397,Delta Air Lines,763,B763,B763,B767-332ER,211,1995-04-21,1995-04-21,1995-05-03,1995-05-03,Boeing 767-300,2,Jet,False,Boeing 767,29.9,True,1,1995-05-03
1750691,N954SW,False,7815,AD4528,SkyWest Airlines,CR2,CRJ2,CRJ2,CRJ-200LR,50,,,2003-06-20,2003-06-20,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,21.7,True,1,2003-06-20
26691,N332DN,True,7973,A39D95,Delta Air Lines,321,A321,A321,321-211,192,2017-12-15,2017-12-15,2017-12-27,2017-12-27,Airbus A321,2,Jet,False,Airbus A321,7.2,True,1,2017-12-27
23062,N623NK,True,5861,A82298,Spirit Airlines,32A,A320,A320,320-232,,2013-10-25,2013-10-25,2013-11-26,2013-11-26,Airbus A320 (Sharklets),2,Jet,False,Airbus A320,11.4,True,1,2013-11-26
3267,N132HQ,True,17000216,A0835D,Republic Airways,E75,E175,E175,175LR,76,,,2008-03-28,2008-03-28,Embraer 175,2,Jet,False,Embraer ERJ170,17.0,True,1,2008-03-28
1599,N517JB,True,1327,A67C3A,JetBlue Airways,320,A320,A320,320-232,,2000-09-25,2000-09-25,2000-11-06,2000-11-06,Airbus A320,2,Jet,False,Airbus A320,24.5,True,1,2000-11-06
1532,N386HA,True,1302,A47244,Hawaiian Airlines,332,A332,A332,330-243,278,2012-04-06,2012-04-06,2012-04-27,2012-04-27,Airbus A330-200,2,Jet,False,Airbus A330,12.9,True,1,2012-04-27
19114,N69819,True,43533,A94B0B,United Airlines,739,B739,B739,B737-924ER,179,2014-03-11,2014-03-11,2014-03-20,2014-03-28,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.0,True,1,2014-03-28
10804,N3743H,True,30836,A44570,Delta Air Lines,738,B738,B738,B737-832,160,2001-01-31,2001-01-31,2001-02-21,2001-02-21,Boeing 737-800,2,Jet,False,Boeing 737 NG,24.1,True,1,2001-02-21
23355,N12004,True,60139,A05627,United Airlines,781,B781,B781,B787-10,328,2019-01-24,2019-01-24,2019-02-01,2019-02-01,Boeing 787-10,2,Jet,False,Boeing 787,6.1,True,1,2019-02-01
22282,N978AT,True,55037,ADA16F,Delta Air Lines,717,B717,B717,B717-2BD,110,,,2002-07-01,2013-11-07,Boeing 717,2,Jet,False,Boeing 717,22.7,True,2,2002-07-01
30475,N277SY,True,17000741,A2C224,SkyWest Airlines,E75,E175,E175,175LR,76,2018-07-05,,,2018-07-27,Embraer 175,2,Jet,False,Embraer ERJ170,6.7,True,1,2018-07-27
2758,N616NN,True,15426,A80641,PSA Airlines,C9B,CRJ9,CRJ9,CRJ-900LR,76,2016-12-23,2016-12-23,2017-02-09,2022-07-08,Canadair CRJ 900NG,2,Jet,False,Canadair CRJ 900,8.2,True,3,2017-02-09
7482,N783UA,True,26950,AA9D6E,United Airlines,772,B772,B772,B777-222ER,276,1997-02-24,1997-02-24,1997-03-11,1997-03-11,Boeing 777-200,2,Jet,False,Boeing 777,28.0,True,1,1997-03-11
23139,N434UA,True,592,A533BD,United Airlines,320,A320,A320,320-232,,1996-04-19,1996-04-19,1996-06-10,1996-06-10,Airbus A320,2,Jet,False,Airbus A320,28.9,True,1,1996-06-10
30924,N262NV,True,4122,A287AB,Allegiant Air,320,A320,A320,320-214,177,2009-11-09,,,2018-03-23,Airbus A320,2,Jet,False,Airbus A320,15.3,True,2,2009-12-07
14775,N339NW,True,367,A3B87F,Delta Air Lines,320,A320,A320,320-212,157,1992-09-15,1992-09-15,1992-12-18,2010-02-10,Airbus A320,2,Jet,False,Airbus A320,32.5,True,2,1992-12-18
4358,N346JB,True,19000504,A3D462,JetBlue Airways,E90,E190,E190,190AR,,,,2012-01-24,2012-01-25,Embraer 190,2,Jet,False,Embraer ERJ190,13.1,True,1,2012-01-25
2185,N648AE,True,145225,A882F8,Piedmont Airlines,ER4,E145,E145,145LR,50,,,2000-02-11,2018-07-03,Embraer 145,2,Jet,False,Embraer ERJ145,25.1,True,3,2000-02-11
25970,N307FR,True,7472,A339E0,Frontier Airlines,320,A320,A20N,320-251N,186,2017-02-10,2017-02-10,2017-02-25,2017-02-23,Airbus A320,2,Jet,False,Airbus A320,8.1,True,1,2017-02-23
2122190,N421DX,True,2028,A4FFB7,Delta Air Lines,330,A330,A330,330-941N,,,,2023-03-10,2023-03-10,Airbus A330,2,Jet,False,Airbus A330,2.0,True,1,2023-03-10
9014,N13750,True,28941,A09852,United Airlines,73G,B737,B737,B737-724,126,1999-05-17,1999-05-17,1999-06-04,2011-11-30,Boeing 737-700,2,Jet,False,Boeing 737 NG,25.8,True,2,1999-06-04
9555,N803NN,True,29566,AAEE3B,American Airlines,738,B738,B738,B737-823,172,2009-08-10,2009-08-10,2009-08-24,2009-08-13,Boeing 737-800,2,Jet,False,Boeing 737 NG,15.6,True,1,2009-08-13
182850,N8869B,True,7869,AC37B4,Endeavor Air,CR2,CRJ2,CRJ2,CRJ-200LR,50,,,,2013-06-26,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,,True,2,2003-11-18
2971,N664AW,True,1621,A8C32A,American Airlines,320,A320,A320,320-232,,2001-10-10,2001-10-10,2001-11-19,2015-04-08,Airbus A320,2,Jet,False,Airbus A320,23.4,True,3,2001-11-19
2116241,N316RK,True,44450,A35E9C,American Airlines,738,B738,B738,B737-8MAX,172,2018-05-21,,,2018-06-06,Boeing 737-800,2,Jet,False,Boeing 737 NG,6.8,True,1,2018-06-06
31609,N231JQ,True,17000222,A20D0E,Republic Airways,E75,E175,E175,175LR,76,,,,2020-01-03,Embraer 175,2,Jet,False,Embraer ERJ170,,True,2,2008-04-28
31515,N864RW,True,17000117,ABDF3F,Republic Airways,E70,E170,E170,170SE,70,,,,2016-05-09,Embraer 170,2,Jet,False,Embraer ERJ170,,True,2,2006-01-24
6411,N573DZ,False,250,A759F1,Delta Air Lines,350,A350,A359,350-941,339,2018-04-30,2018-09-28,2018-11-15,,Airbus A350,2,Turboprop,False,Airbus A350,6.9,True,2,2018-12-21
2122726,N8871Q,True,42678,AC3A60,Southwest Airlines,7M8,B38M,B38M,737-8MAX,,,,2023-06-21,2023-06-21,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,1.7,True,1,2023-06-21
10955,N903NN,True,31153,AC7B8A,American Airlines,738,B738,B738,B737-823,,2012-09-05,2012-09-05,2012-09-25,2012-09-25,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.5,True,1,2012-09-25
11081,N896UA,True,3144,AC5D61,United Airlines,32D,A319,A319,319-132,122,2007-05-30,2007-05-30,2007-06-13,2017-08-26,Airbus A319,2,Jet,False,Airbus A319,17.8,True,2,2007-06-13
14987,N8672F,True,36940,ABEB7C,Southwest Airlines,738,B738,B738,B737-8H4,175,2015-11-02,2015-11-02,,2015-11-13,Boeing 737-800,2,Jet,False,Boeing 737 NG,9.4,True,1,2015-11-13
185582,N901XJ,True,15130,AC74F9,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2007-05-24,2013-06-26,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,17.8,True,3,2007-05-24
1749394,N929SW,True,7703,ACE13E,West Air (USA),CR2,CRJ2,CRJ2,CRJ-200LR,,,,2002-11-26,2002-11-26,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,22.3,True,1,2002-11-26
11043,N344PP,True,31272,A3CD7D,American Airlines,738,B738,B738,B737-823,160,2017-07-31,2017-07-31,2017-08-19,2017-08-18,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.6,True,1,2017-08-18
1751020,N692CA,True,15092,A93257,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2007-10-26,2012-09-10,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,17.4,True,2,2007-10-26
10781,N3760C,True,30816,A44C70,Delta Air Lines,738,B738,B738,B737-832,160,2001-09-10,2001-09-10,2001-09-28,2001-12-21,Boeing 737-800,2,Jet,False,Boeing 737 NG,23.5,True,1,2001-12-21
14761,N8320J,True,36686,AB6229,Southwest Airlines,738,B738,B738,B737-8H4,,2012-08-23,2012-08-23,2012-09-05,2012-09-05,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.5,True,1,2012-09-05
17351,N860NN,True,40583,ABD010,American Airlines,738,B738,B738,B737-823,172,2010-10-27,2010-10-27,2010-11-17,2010-11-17,Boeing 737-800,2,Jet,False,Boeing 737 NG,14.4,True,1,2010-11-17
9299,N33132,True,29281,A39C62,United Airlines,752,B752,B752,757-224,,1998-06-19,1998-06-19,1998-06-30,2011-01-15,Boeing 757-200,2,Jet,False,Boeing 757,26.7,True,2,1998-06-30
2118366,N410DZ,True,1990,A4D483,Delta Air Lines,330,A330,A330,330-941,281,2021-04-02,,,2021-06-15,Airbus A330,2,Jet,False,Airbus A330,3.9,True,1,2021-06-15
9900,N698DL,True,29911,A948C4,Delta Air Lines,752,B752,B752,B757-232,199,1999-08-13,1999-08-13,1999-08-31,2006-05-01,Boeing 757-200,2,Jet,False,Boeing 757,25.6,True,3,1999-08-31
87296,N37521,True,64497,A44916,United Airlines,739,B739,B739,B737-9MAX,179,2019-07-10,,,2020-12-17,Boeing 737-900,2,Jet,False,Boeing 737 NG,5.7,True,1,2020-12-17
184152,N317CA,False,10055,A36105,Endeavor Air,CR7,CRJ7,CRJ7,CRJ-701ER,69,,,2002-09-25,2019-10-02,Canadair CRJ 700,2,Jet,False,Canadair CRJ 700,22.5,True,5,2002-09-25
12844,N77295,True,34001,AA7426,United Airlines,738,B738,B738,B737-824,166,2005-08-19,2005-08-19,2005-08-30,2010-10-01,Boeing 737-800,2,Jet,False,Boeing 737 NG,19.6,True,2,2005-08-30
12238,N960NN,True,33330,AD5D5F,American Airlines,738,B738,B738,B737-823,160,2014-10-23,2014-10-23,2014-11-07,2014-11-07,Boeing 737-800,2,Jet,False,Boeing 737 NG,10.4,True,1,2014-11-07
10326,N614AS,True,30343,A7FDAB,Alaska Airlines,73G,B737,B737,B737-790,124,1999-11-23,1999-11-23,1999-12-13,1999-12-13,Boeing 737-700,2,Jet,False,Boeing 737 NG,25.3,True,1,1999-12-13
2122767,N660QX,True,17000948,A8B5AD,Horizon Air,E75,E175,E175,175LR,76,,,2023-07-01,2023-07-01,Embraer 175,2,Jet,False,Embraer ERJ170,1.7,True,1,2023-07-01
36652,N928NK,True,9152,ACDD18,Spirit Airlines,32N,A20N,A20N,320-271N,182,2019-08-01,,,2020-04-13,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,5.6,True,1,2020-04-13
1750689,N900EV,True,7608,AC6FA4,West Air (USA),CR2,CRJ2,CRJ2,CRJ-200LR,50,,,2002-01-24,2017-05-15,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,23.1,True,3,2002-01-24
1140,N812AW,True,1178,AB10DF,American Airlines,319,A319,A319,319-132,128,2000-02-21,2000-02-21,2000-02-29,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,25.1,True,3,2000-02-29
5601,N301NV,True,2319,A32449,Allegiant Air,319,A319,A319,319-112,156,2004-10-21,2004-10-21,2004-11-04,2012-11-12,Airbus A319,2,Jet,False,Airbus A319,20.4,True,3,2004-11-04
13268,N239WN,True,34714,A22BF0,Southwest Airlines,73G,B737,B737,B737-7H4,,2006-05-15,2006-05-15,2006-05-30,2006-05-30,Boeing 737-700,2,Jet,False,Boeing 737 NG,18.8,True,1,2006-05-30
10198,N206UA,True,30212,A1AA10,United Airlines,772,B772,B772,B777-222ER,269,1999-05-04,1999-05-04,1999-05-18,1999-05-18,Boeing 777-200,2,Jet,False,Boeing 777,25.9,True,1,1999-05-18
20900,N113DQ,True,50032,A037B2,Delta Air Lines,CS1,BCS1,BCS1,220-171,109,2019-05-05,2019-05-05,2019-05-20,2019-05-20,Airbus A220-100,2,Jet,False,Airbus A220,5.9,True,1,2019-05-20
18247,N37464,True,41745,A445EE,United Airlines,739,B739,B739,B737-924ER,,2012-12-07,2012-12-07,2012-12-19,2012-12-19,Boeing 737-900,2,Jet,False,Boeing 737 NG,12.3,True,1,2012-12-19
30383,N364FR,True,9271,A41BB5,Frontier Airlines,32N,A20N,A20N,320-251N,186,2019-11-27,,,2019-12-10,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,5.3,True,1,2019-12-10
1748034,N293NN,True,17000844,A301D8,Envoy Air,E75,E175,E175,175LR,76,,,,2020-10-23,Embraer 175,2,Jet,False,Embraer ERJ170,,True,1,2020-10-23
14953,N8614M,True,36908,ABD57E,Southwest Airlines,738,B738,B738,B737-8H4,,2013-04-10,2013-04-10,2013-04-16,2013-04-16,Boeing 737-800,2,Jet,False,Boeing 737 NG,11.9,True,1,2013-04-16
14521,N260AK,True,36349,A27F07,Alaska Airlines,737,,B739,B737-990ER,181,2016-08-05,2016-08-05,2016-08-19,2016-08-19,Boeing 737,2,Jet,False,Boeing 737,8.6,True,1,2016-08-19
22913,N568UW,True,5751,A74679,American Airlines,321,A321,A321,321-231,187,2013-08-20,2013-08-20,2013-09-04,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,11.6,True,2,2013-09-04
3919,N192JB,True,19000014,A17063,JetBlue Airways,E90,E190,E190,190AR,100,,,2005-12-15,2005-12-15,Embraer 190,2,Jet,False,Embraer ERJ190,19.2,True,1,2005-12-15
2484,N928LR,True,15028,ACDCEC,Mesa Airlines,CR9,CRJ9,CRJ9,CRJ-900,,,,2005-01-31,2005-01-31,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,20.1,True,1,2005-01-31
12695,N468WN,True,33858,A5B954,Southwest Airlines,73G,B737,B737,B737-7H4,,2004-06-08,2004-06-08,2004-06-23,2004-06-23,Boeing 737-700,2,Jet,False,Boeing 737 NG,20.8,True,1,2004-06-23
1009,N457UA,True,1146,A58DE0,United Airlines,320,A320,A320,320-232,,1999-11-29,1999-11-29,2000-01-21,2009-01-04,Airbus A320,2,Jet,False,Airbus A320,25.3,True,3,2000-01-21
2144719,N740NK,True,12055,A9F3C0,Spirit Airlines,32Q,A21N,A21N,321-271NX,235,,,2024-11-06,2024-11-06,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,0.3,True,1,2024-11-06
1746941,N301PQ,True,15301,A3245D,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2013-12-27,2013-12-27,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,11.2,True,1,2013-12-27
24771,N640NK,True,6507,A86671,Spirit Airlines,320,A320,A320,320-232,,2015-02-27,2015-02-27,2015-03-24,2015-03-24,Airbus A320,2,Jet,False,Airbus A320,10.0,True,1,2015-03-24
11738,N7727A,True,32673,AA73C3,Southwest Airlines,73G,B737,B737,B737-76N,,2006-05-02,2006-05-02,2006-05-12,2014-11-17,Boeing 737-700,2,Jet,False,Boeing 737 NG,18.9,True,2,2006-05-12
