id,reg,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,firstRegistrationDate
9724,N840MH,True,29718,AB80F4,Delta Air Lines,764,B764,B764,B767-432ER,238,2001-03-07,2001-03-07,2001-05-23,2001-05-23,Boeing 767-400,2,Jet,False,Boeing 767,24.0,True,1,2001-05-23
11301,N857DZ,True,31968,ABC1BC,Delta Air Lines,737,,B739,B737-932ER,,2016-03-25,2016-03-25,2016-04-07,2016-04-07,Boeing 737,2,Jet,False,Boeing 737,9.0,True,1,2016-04-07
2118392,N432QX,False,4166,A52C00,Horizon Air,DH4,DH8D,DHC8,DHC-8 402,76,,,2007-07-31,2007-07-31,De Havilland Canada DHC-8-400 Dash 8Q,2,Turboprop,False,Bombardier DHC-8,17.6,True,1,2007-07-31
5408,N591JB,True,2246,A7A1E8,JetBlue Airways,320,A320,A320,320-232,162,2004-06-23,2004-06-23,2004-08-04,2004-08-04,Airbus A320,2,Jet,False,Airbus A320,20.7,True,1,2004-08-04
10821,N317AS,True,30856,A360E3,Alaska Airlines,739,B739,B739,B737-990,,2003-03-06,2003-03-06,2003-03-26,2003-03-26,Boeing 737-900,2,Jet,False,Boeing 737 NG,22.0,True,1,2003-03-26
1749330,N276NN,True,17000781,A2BDFF,Envoy Air,E75,E175,E175,175LR,76,2019-02-21,,,2019-04-04,Embraer 175,2,Jet,False,Embraer ERJ170,6.1,True,1,2019-04-04
98121,N381FR,True,10544,A45F8E,Frontier Airlines,32N,A20N,A20N,320-251N,186,2021-04-14,,,2021-04-27,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,3.9,True,1,2021-04-27
30707,N146SY,True,17000491,A0BAA1,SkyWest Airlines,E75,E175,E175,175LR,,2015-07-06,,,2015-07-16,Embraer 175,2,Jet,False,Embraer ERJ170,9.7,True,1,2015-07-16
1750644,N23139,False,145731,A20F1A,CommutAir,ER4,E145,E135,145XR,,,,2003-06-11,2019-05-29,Embraer 145,2,Jet,False,Embraer ERJ145,21.8,True,2,2003-06-11
23515,N285AK,True,60577,A2E098,Alaska Airlines,737,,B739,B737-990ER,178,2018-03-11,2018-03-11,2018-03-27,2018-03-27,Boeing 737,2,Jet,False,Boeing 737,7.0,True,1,2018-03-27
1750912,N957DZ,True,38748,AD4F0B,Delta Air Lines,739,B739,B739,737-9GPER,215,2014-02-26,2014-02-26,2014-03-14,2023-03-06,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.0,True,2,2014-03-14
15027,N8322X,True,36997,AB627C,Southwest Airlines,738,B738,B738,B737-8H4,175,2012-09-24,2012-09-24,2012-10-02,2012-10-02,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.5,True,1,2012-10-02
10017,N546AS,True,30022,A6EE47,Alaska Airlines,738,B738,B738,B737-890,,2005-01-14,2005-01-14,2005-02-02,2005-02-02,Boeing 737-800,2,Jet,False,Boeing 737 NG,20.2,True,1,2005-02-02
10443,N6715C,True,30486,A8E279,Delta Air Lines,752,B752,B752,B757-232,199,2001-01-18,2001-01-18,2001-02-14,2006-05-01,Boeing 757-200,2,Jet,False,Boeing 757,24.1,True,3,2001-02-14
26509,N455AW,True,7848,A584C4,Air Wisconsin,CR2,CRJ2,CRJ2,CRJ-200LR,,,,2003-10-01,2003-10-01,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,21.4,True,1,2003-10-01
2613,N178US,True,1519,A138B8,American Airlines,321,A321,A321,321-211,187,2001-05-18,2001-05-18,2001-06-14,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,23.8,True,2,2001-06-14
10945,N885NN,True,31139,AC31A1,American Airlines,738,B738,B738,B737-823,172,2012-02-06,2012-02-06,2012-02-24,2012-02-24,Boeing 737-800,2,Jet,False,Boeing 737 NG,13.1,True,1,2012-02-24
27231,N810UA,True,843,AB0B1F,United Airlines,319,A319,A319,319-131,126,1998-06-03,1998-06-03,1998-06-29,1998-06-29,Airbus A319,2,Jet,False,Airbus A319,26.8,True,1,1998-06-29
1749003,N299PQ,True,15299,A3183D,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2013-12-05,2013-12-05,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,11.3,True,1,2013-12-05
8337,N704X,True,28163,A96577,Delta Air Lines,752,B752,B752,B757-2Q8,168,1997-01-16,1997-01-16,1997-01-30,2007-09-14,Boeing 757-200,2,Jet,False,Boeing 757,28.2,True,3,1997-01-30
2119102,N976AK,True,64967,AD99F9,Alaska Airlines,7M9,B39M,B39M,737-9MAX,,,2019-04-19,2022-05-19,2022-05-19,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,5.9,True,1,2022-05-19
31480,N444YX,False,17000453,A55BB5,Envoy Air,E75,E175,E175,175LR,76,2015-01-20,2015-01-20,2015-02-12,2024-02-13,Embraer 175,2,Jet,False,Embraer ERJ170,10.1,True,3,2015-02-12
11015,N985NN,True,31233,ADBEF0,American Airlines,738,B738,B738,B737-823,,2016-01-06,2016-01-06,2016-01-25,2016-01-27,Boeing 737-800,2,Jet,False,Boeing 737 NG,9.2,True,1,2016-01-27
180338,N3104J,True,55150,A349BE,JetBlue Airways,223,BCS3,BCS3,220-371,140,,2022-03-18,2022-04-07,2022-04-07,Airbus A220-300,2,Jet,False,Airbus A220,3.0,True,1,2022-04-07
7472,N778UA,True,26940,AA8882,United Airlines,772,B772,B772,B777-222,364,1996-06-27,1996-06-27,1996-07-18,1996-07-18,Boeing 777-200,2,Jet,False,Boeing 777,28.7,True,1,1996-07-18
2122071,N504AE,True,10044,A648D1,PSA Airlines,,,,CRJ-701ER,,,,2002-05-23,2018-08-31,Canadair CRJ-701ER,,,False,,22.8,True,3,2002-05-23
10539,N943AN,True,30599,AD185A,American Airlines,738,B738,B738,B737-823,,2000-08-14,2000-08-14,2000-08-25,2000-08-25,Boeing 737-800,2,Jet,False,Boeing 737 NG,24.6,True,1,2000-08-25
12059,N593NW,True,32993,A7A9CD,Delta Air Lines,753,B753,B753,B757-351,234,2003-07-10,2003-07-10,2003-07-29,2009-05-20,Boeing 757-300,2,Jet,False,Boeing 757,21.7,True,2,2003-07-29
22312,N983AT,True,55052,ADB65B,Delta Air Lines,717,B717,B717,B717-2BD,117,2005-11-01,2005-11-01,2005-11-16,2015-04-21,Boeing 717,2,Jet,False,Boeing 717,19.4,True,2,2005-11-16
2133993,N4080J,True,11861,A4CCBA,JetBlue Airways,32Q,A21N,A21N,321-271NX,138,,,2024-04-24,2024-04-24,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,0.9,True,1,2024-04-24
184238,N572GJ,True,10117,A75676,SkyWest Airlines,CRJ,,,CRJ-550,6,,,2003-09-12,2024-12-31,Canadair CRJ,,,False,Canadair CRJ,21.5,True,4,2003-09-12
11290,N847DN,True,31958,AB9A32,Delta Air Lines,737,,B739,B737-932ER,180,2015-09-26,2015-09-26,2015-10-06,2015-10-06,Boeing 737,2,Jet,False,Boeing 737,9.5,True,1,2015-10-06
20457,N299NV,False,4870,A31829,Allegiant Air,320,A320,A320,320-214,186,2011-09-29,2011-09-29,2011-10-07,,Airbus A320,2,Jet,False,Airbus A320,13.5,True,2,2011-10-07
1529,N747UW,True,1301,AA0E62,American Airlines,319,A319,A319,319-112,128,2000-08-01,2000-08-01,2000-08-30,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,24.6,True,2,2000-08-30
2133612,N704AL,False,67501,A96375,Boeing,7M9,B39M,B39M,737-9MAX,178,,2023-10-15,2023-10-31,2024-04-27,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,1.4,True,2,2023-10-31
14740,N952WN,True,36667,AD3E16,Southwest Airlines,73G,B737,B737,B737-7H4,,2010-11-16,2010-11-16,2010-11-30,2010-11-30,Boeing 737-700,2,Jet,False,Boeing 737 NG,14.3,True,1,2010-11-30
2116126,N27253,True,43930,A2B10D,United Airlines,738,B738,B738,B737-8MAX,166,2021-06-27,,,2021-07-15,Boeing 737-800,2,Jet,False,Boeing 737 NG,3.7,True,1,2021-07-15
26300,N428AW,True,7695,A5196C,Air Wisconsin,CRF,,CRJ2,CRJ-200LR,50,,2002-10-06,2002-10-17,2002-10-17,Canadair CRJ Freighter,2,Jet,True,Canadair CRJ,22.4,True,1,2002-10-17
2121636,N513DA,True,10998,A66CE0,Delta Air Lines,32Q,A21N,A21N,321-271NX,,,,2022-10-13,2022-10-13,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,2.4,True,1,2022-10-13
7406,N512NK,True,2673,A66A13,Spirit Airlines,319,A319,A319,319-132,145,2006-01-24,2006-01-24,2006-02-03,2006-02-03,Airbus A319,2,Jet,False,Airbus A319,19.1,True,2,2006-02-03
2114132,N153PQ,True,15153,A0D6A8,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2007-12-19,2018-02-23,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,17.2,True,3,2007-12-19
2117566,N8751R,True,61873,AC0B74,Southwest Airlines,738,B738,B738,B737-8MAX,175,2021-08-01,,,2021-09-22,Boeing 737-800,2,Jet,False,Boeing 737 NG,3.6,True,1,2021-09-22
10524,N37253,True,30584,A43E5C,United Airlines,738,B738,B738,B737-824,,2000-08-31,2000-08-31,2000-09-18,2011-11-30,Boeing 737-800,2,Jet,False,Boeing 737 NG,24.5,True,2,2000-09-18
3626,N831NW,True,1783,AB5D52,Delta Air Lines,330,A330,A333,330-302,293,2017-03-14,2017-03-16,2017-04-29,2017-04-29,Airbus A330,2,Jet,False,Airbus A330,8.0,True,1,2017-04-29
11900,N57852,True,32811,A76F43,United Airlines,753,B753,B753,B757-324,213,2001-12-12,2001-12-12,2001-12-26,2011-03-02,Boeing 757-300,2,Jet,False,Boeing 757,23.2,True,2,2001-12-26
2121579,N8784Q,True,67757,AC1701,Southwest Airlines,7M8,B38M,B38M,737-8MAX,175,,2022-09-12,2022-09-29,2022-09-29,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,2.5,True,1,2022-09-29
2122244,N746SK,True,10202,AA0A6E,SkyWest Airlines,,,,CRJ-701ER,,,,2005-04-18,2005-04-18,Canadair CRJ-701ER,,,False,,19.9,True,1,2005-04-18
25863,N971JT,True,7390,AD8836,JetBlue Airways,321,A321,A321,321-231,200,2016-10-18,2016-10-18,2016-11-04,2016-11-04,Airbus A321,2,Jet,False,Airbus A321,8.4,True,1,2016-11-04
31497,N439YX,True,17000434,A546C9,Republic Airways,E75,E175,E175,175LR,76,2014-10-10,,,2014-11-19,Embraer 175,2,Jet,False,Embraer ERJ170,10.4,True,1,2014-11-19
14707,N931WN,True,36637,ACEB61,Southwest Airlines,73G,B737,B737,B737-7H4,143,2009-01-24,2009-01-24,2009-02-05,2009-02-05,Boeing 737-700,2,Jet,False,Boeing 737 NG,16.1,True,1,2009-02-05
2122133,N8843S,True,67491,AC2F83,Southwest Airlines,7M8,B38M,B38M,737-8MAX,175,,2023-01-21,2023-02-24,2023-02-24,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,2.1,True,1,2023-02-24
18743,N8520Q,True,42532,ABB12D,Southwest Airlines,738,B738,B738,B737-8H4,175,2017-01-12,2017-01-12,2017-01-27,2017-01-27,Boeing 737-800,2,Jet,False,Boeing 737 NG,8.2,True,1,2017-01-27
2122592,N968AK,True,67420,AD79E8,Alaska Airlines,7M9,B39M,B39M,737-9MAX,178,,2023-05-12,2023-05-26,2023-05-26,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,1.8,True,1,2023-05-26
23785,N852NW,True,614,ABB007,Delta Air Lines,332,A332,A332,330-223,234,2004-07-23,2004-07-23,2004-08-23,2009-09-10,Airbus A330-200,2,Jet,False,Airbus A330,20.6,True,2,2004-08-23
1370,N737US,True,1245,A9E6DF,American Airlines,319,A319,A319,319-112,120,2000-05-20,2000-05-20,2000-06-14,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,24.8,True,2,2000-06-14
23320,N8640D,True,60084,ABE00F,Southwest Airlines,738,B738,B738,B737-8H4,,2014-07-08,2014-07-08,2014-07-15,2014-07-15,Boeing 737-800,2,Jet,False,Boeing 737 NG,10.7,True,1,2014-07-15
42558,N29975,True,66134,A31A54,United Airlines,789,B789,B789,B787-9,257,2020-01-13,,,2020-01-31,Boeing 787-9,2,Jet,False,Boeing 787,5.2,True,1,2020-01-31
10822,N309AS,True,30857,A340D2,Alaska Airlines,739,B739,B739,B737-990,178,2001-07-12,2001-07-12,2001-07-27,2001-07-27,Boeing 737-900,2,Jet,False,Boeing 737 NG,23.7,True,1,2001-07-27
185639,N511GJ,True,10128,A665C5,GoJet Airlines,,,,CRJ-550,69,,,,2020-02-14,Canadair Regional Jet,,,False,,,True,5,2003-12-05
4813,N773XF,True,2012,AA763F,American Airlines,32D,A319,A319,319-112,158,2003-07-02,2003-07-02,2003-08-15,2019-08-02,Airbus A319,2,Jet,False,Airbus A319,21.7,True,2,2003-08-15
2133264,N17574,True,67608,A12F2A,United Airlines,7M9,B39M,B39M,737-9MAX,,,,2023-10-26,2023-10-26,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,1.4,True,1,2023-10-26
2117055,N830SK,True,15453,AB59F4,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,,,,2018-12-21,2018-12-21,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,6.2,True,1,2018-12-21
9508,N920AN,True,29521,ACBE37,American Airlines,738,B738,B738,737-823,160,1999-09-21,1999-09-21,1999-10-05,1999-10-05,Boeing 737-800,2,Jet,False,Boeing 737 NG,25.5,True,1,1999-10-05
11582,N233LV,True,32501,A214B3,Southwest Airlines,73G,B737,B737,B737-7H4,,2006-03-03,2006-03-03,2006-03-13,2006-03-13,Boeing 737-700,2,Jet,False,Boeing 737 NG,19.0,True,1,2006-03-13
11266,N824DN,True,31935,AB400F,Delta Air Lines,739,B739,B739,B737-932ER,,2014-07-02,2014-07-02,2014-07-17,2014-07-17,Boeing 737-900,2,Jet,False,Boeing 737 NG,10.7,True,1,2014-07-17
11550,N493WN,False,32477,A61D3E,Southwest Airlines,73G,B737,B737,737-7H4,143,2004-11-19,2004-11-19,2004-12-06,2004-12-06,Boeing 737-700,2,Jet,False,Boeing 737 NG,20.3,True,1,2004-12-06
13668,N558AS,True,35177,A71D34,Alaska Airlines,738,B738,B738,B737-890,,2006-08-11,2006-08-11,2006-08-29,2006-08-29,Boeing 737-800,2,Jet,False,Boeing 737 NG,18.6,True,1,2006-08-29
871,N724UW,True,1122,A9B43F,American Airlines,319,A319,A319,319-112,128,1999-10-25,1999-10-25,1999-11-18,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,25.4,True,2,1999-11-18
2115483,N268NN,True,17000772,A29DEE,Envoy Air,E75,E175,E175,175LR,,2018-12-11,,,2018-12-21,Embraer 175,2,Jet,False,Embraer ERJ170,6.2,True,1,2018-12-21
8239,N638JB,True,2802,A85C3E,JetBlue Airways,320,A320,A320,320-232,150,2006-05-19,2006-05-19,2006-06-14,2006-06-15,Airbus A320,2,Jet,False,Airbus A320,18.8,True,1,2006-06-15
24830,N922US,True,6537,ACC76B,US Airways,321,A321,A321,321-231,187,2015-03-31,2015-03-31,2015-04-11,2015-04-11,Airbus A321,2,Jet,False,Airbus A321,9.9,True,2,2015-04-08
16173,N949DZ,True,38732,AD2EFA,Delta Air Lines,739,B739,B739,737-9GPER,180,2013-05-24,2013-05-24,2013-06-08,2021-11-11,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.8,True,2,2013-06-08
23322,N8639B,True,60086,ABDD91,Southwest Airlines,738,B738,B738,B737-8H4,,2014-07-21,2014-07-21,2014-07-30,2014-07-30,Boeing 737-800,2,Jet,False,Boeing 737 NG,10.6,True,1,2014-07-30
24494,N79541,True,63725,AACD96,United Airlines,738,B738,B738,B737-824,166,2017-08-31,2017-08-31,2017-09-14,2017-09-14,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.5,True,1,2017-09-14
26349,N436AW,True,7734,A5397D,Air Wisconsin,CRF,,CRJ2,CRJ-200LR,50,,,2003-01-09,2003-01-09,Canadair CRJ Freighter,2,Jet,True,Canadair CRJ,22.2,True,1,2003-01-09
2113955,N601EN,True,15462,A7CB67,PSA Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,,2019-04-13,,,2019-04-26,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,5.9,True,1,2019-04-26
27937,N409AA,False,9178,A4CE11,American Airlines,321,A321,A21N,321-253NX,196,2019-10-10,2019-10-10,2019-10-18,2019-10-18,Airbus A321,2,Jet,False,Airbus A321,5.4,False,1,2019-10-18
2122626,N391CA,True,10108,A486B3,Endeavor Air,,,,CRJ-701ER,,,,2003-07-14,2018-04-01,Canadair CRJ-701ER,,,False,,21.7,True,3,2003-07-14
31586,N427YX,True,17000402,A517DC,Republic Airways,E75,E175,E175,175LR,76,2014-04-30,,,2014-05-22,Embraer 175,2,Jet,False,Embraer ERJ170,10.9,True,1,2014-05-22
2119011,N915AK,True,44080,ACA948,Alaska Airlines,739,B739,B739,B737-9MAX,178,2019-08-16,,,2021-03-22,Boeing 737-900,2,Jet,False,Boeing 737 NG,5.6,True,1,2021-03-22
4784,N873UA,True,2004,AC033E,United Airlines,319,A319,A319,319-132,126,2003-06-27,2003-06-27,2003-09-05,2021-06-28,Airbus A319,2,Jet,False,Airbus A319,21.7,True,2,2003-09-05
2114800,N758SK,True,10222,AA395B,SkyWest Airlines,CR7,CRJ7,CRJ7,CRJ-701ER,65,,,2005-09-12,2005-09-12,Canadair CRJ 700,2,Jet,False,Canadair CRJ 700,19.5,True,1,2005-09-12
660,N108UW,True,1061,A02443,American Airlines,320,A320,A320,320-214,,1999-07-07,1999-07-07,1999-09-03,2015-04-08,Airbus A320,2,Jet,False,Airbus A320,25.7,True,2,1999-09-03
2118576,N451QX,False,4457,A57747,Horizon Air,DH4,DH8D,DHC8,DHC-8 402,76,,,2013-11-27,2013-11-27,De Havilland Canada DHC-8-400 Dash 8Q,2,Turboprop,False,Bombardier DHC-8,11.3,True,2,2013-11-27
30181,N292SY,True,17000764,A2FE8F,SkyWest Airlines,E75,E175,E175,175LL,70,,,,2018-11-28,Embraer 175,2,Jet,False,Embraer ERJ170,,True,1,2018-11-28
25248,N704FR,True,6845,A963F7,Frontier Airlines,321,A321,A321,321-211,230,2015-10-20,2015-10-20,2015-11-07,2015-11-07,Airbus A321,2,Jet,False,Airbus A321,9.4,True,1,2015-11-07
31622,N745JB,True,17000071,AA05E7,Envoy Air,E70,E170,E170,170SE,70,,,2005-05-16,2024-05-04,Embraer 170,2,Jet,False,Embraer ERJ170,19.8,True,4,2005-05-16
2122165,N604FR,True,11086,A7D6A8,Frontier Airlines,32Q,A21N,A21N,321-271NX,240,,2022-12-02,2022-12-24,2022-12-24,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,2.3,True,1,2022-12-24
11304,N859DN,True,31970,ABC91F,Delta Air Lines,737,,B739,B737-932ER,180,2016-04-22,2016-04-22,2016-05-12,2016-05-12,Boeing 737,2,Jet,False,Boeing 737,8.9,True,1,2016-05-12
19788,N287NV,True,4508,A2E93C,Allegiant Air,320,A320,A320,320-214,186,2010-11-15,2010-11-15,2010-12-15,2020-12-08,Airbus A320,2,Jet,False,Airbus A320,14.3,True,2,2010-12-15
14089,N525AS,True,35692,A69B92,Alaska Airlines,738,B738,B738,B737-890,,2009-03-23,2009-03-23,2009-04-06,2009-04-06,Boeing 737-800,2,Jet,False,Boeing 737 NG,16.0,True,1,2009-04-06
29386,N215NN,True,17000511,A1CD4E,Envoy Air,E75,E175,E175,175LR,,2015-09-28,,,2021-02-25,Embraer 175,2,Jet,False,Embraer ERJ170,9.5,True,2,2015-10-21
30406,N125SY,True,17000440,A067EC,SkyWest Airlines,E75,E175,E175,175LR,76,2014-11-12,,,2014-11-28,Embraer 175,2,Jet,False,Embraer ERJ170,10.3,True,1,2014-11-28
9257,N666UA,True,29238,A8CC46,United Airlines,763,B763,B763,B767-322ER,167,1998-08-17,1998-08-17,1998-08-25,1998-08-25,Boeing 767-300,2,Jet,False,Boeing 767,26.6,True,1,1998-08-25
9067,N645JB,True,2900,A87898,JetBlue Airways,320,A320,A320,320-232,150,2006-09-12,2006-09-12,2006-10-10,2006-10-06,Airbus A320,2,Jet,False,Airbus A320,18.5,True,1,2006-10-06
15242,N934DZ,False,37289,ACF4E8,Delta Air Lines,739,B739,B739,737-9GPER,213,2012-01-04,2012-01-04,2012-01-17,2023-02-16,Boeing 737-900,2,Jet,False,Boeing 737 NG,13.2,True,2,2012-01-17
11270,N828DN,True,31939,AB4EEB,Delta Air Lines,737,,B739,B737-932ER,,2014-09-29,2014-09-29,2014-10-15,2014-10-15,Boeing 737,2,Jet,False,Boeing 737,10.4,True,1,2014-10-15
23321,N8641B,True,60085,ABE030,Southwest Airlines,738,B738,B738,B737-8H4,175,2014-07-14,2014-07-14,2014-08-06,2014-07-28,Boeing 737-800,2,Jet,False,Boeing 737 NG,10.7,True,1,2014-07-28
26906,N212HA,True,8129,A1C1A0,Hawaiian Airlines,321,A321,A321,321-271N,189,2018-05-31,2018-05-31,2018-06-15,2018-06-15,Airbus A321,2,Jet,False,Airbus A321,6.8,True,1,2018-06-15
23339,N66837,True,60122,A8D4D2,United Airlines,737,,B739,B737-924ER,,2014-11-02,2014-11-02,2014-11-21,2014-11-21,Boeing 737,2,Jet,False,Boeing 737,10.4,True,1,2014-11-21
23823,N9019F,True,6154,AC767C,American Airlines,32D,A319,A319,319-115,128,2014-06-05,2014-06-05,2014-06-14,2014-06-14,Airbus A319,2,Jet,False,Airbus A319,10.8,True,1,2014-06-14
23516,N297AK,True,60578,A30F85,Alaska Airlines,737,,B739,B737-990ER,178,2016-01-09,2019-01-09,2019-01-24,2019-01-24,Boeing 737,2,Jet,False,Boeing 737,9.2,True,1,2019-01-24
30848,N154SY,True,17000556,A0DAB2,SkyWest Airlines,E75,E175,E175,175LR,,2016-04-13,,,2016-04-26,Embraer 175,2,Jet,False,Embraer ERJ170,8.9,True,1,2016-04-26
2121565,N393FR,True,10919,A48E7B,Frontier Airlines,32N,A20N,A20N,320-251N,,,,2022-08-05,2022-08-05,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,2.6,True,1,2022-08-05
1751706,N264NN,True,17000765,A28F12,Envoy Air,E75,E175,E175,175LR,,2018-11-21,,,2018-11-30,Embraer 175,2,Jet,False,Embraer ERJ170,6.3,True,1,2018-11-30
16124,N945DZ,True,38688,AD201E,Delta Air Lines,739,B739,B739,737-9GPER,180,2013-03-31,2013-03-31,2013-04-14,2022-10-26,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.9,True,2,2013-04-14
7585,N634JB,True,2710,A84D62,JetBlue Airways,320,A320,A320,320-232,162,2006-02-22,2006-02-22,2006-03-14,2006-03-14,Airbus A320,2,Jet,False,Airbus A320,19.1,True,1,2006-03-14
10007,N305AS,False,30013,A331F6,Alaska Airlines,739,B739,B739,737-990,178,2001-03-07,2001-03-07,2001-05-15,2001-05-15,Boeing 737-900,2,Jet,False,Boeing 737 NG,24.0,True,1,2001-05-15
2627,N179UW,True,1521,A13C73,American Airlines,321,A321,A321,321-211,187,2001-06-09,2001-06-09,2001-06-20,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,23.8,True,2,2001-06-20
5182,N583JB,True,2150,A781D7,JetBlue Airways,320,A320,A320,320-232,162,2003-11-26,2003-11-26,2004-01-07,2004-01-07,Airbus A320,2,Jet,False,Airbus A320,21.3,True,1,2004-01-07
184232,N8805L,True,42641,AC20E7,Southwest Airlines,738,B738,B738,B737-8MAX,175,2019-09-29,,,2021-03-11,Boeing 737-800,2,Jet,False,Boeing 737 NG,5.5,True,1,2021-03-11
2122056,N8694A,False,7694,ABF32B,Endeavor Air,CR2,CRJ2,CRJ2,CRJ-200LR,,,,2002-10-31,2013-06-26,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,22.4,True,2,2002-10-31
10401,N24202,True,30429,A239E0,United Airlines,738,B738,B738,B737-824,,2000-05-25,2000-05-25,2000-06-12,2011-11-30,Boeing 737-800,2,Jet,False,Boeing 737 NG,24.8,True,2,2000-06-12
12217,N997NN,True,33250,ADEDDD,American Airlines,738,B738,B738,B737-823,172,2016-08-20,2016-08-20,2016-09-02,2016-09-02,Boeing 737-800,2,Jet,False,Boeing 737 NG,8.6,True,1,2016-09-02
2122416,N964AK,True,44068,AD6B0C,Alaska Airlines,7M9,B39M,B39M,737-9MAX,,,2023-03-21,2023-04-07,2023-04-07,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,2.0,True,1,2023-04-07
22041,N821JB,True,5417,AB355C,JetBlue Airways,32A,A320,A320,320-232,150,2012-12-01,2012-12-01,2012-12-18,2012-12-18,Airbus A320 (Sharklets),2,Jet,False,Airbus A320,12.3,True,1,2012-12-18
25297,N802UA,True,690,AAEB0E,United Airlines,319,A319,A319,319-131,126,1997-06-20,1997-06-20,1997-06-30,1997-06-30,Airbus A319,2,Jet,False,Airbus A319,27.7,True,1,1997-06-30
12230,N897NN,True,33318,AC608E,American Airlines,738,B738,B738,B737-823,172,2012-06-28,2012-06-28,2012-11-20,2012-07-21,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.7,True,1,2012-07-21
24101,N2737U,True,62647,A2B501,United Airlines,777,B777,B773,B777-322ER,350,2017-03-11,2017-03-11,2017-03-23,2017-03-23,Boeing 777,2,Jet,False,Boeing 777,8.0,True,1,2017-03-23
1748097,N835AY,True,8035,AB6B04,Endeavor Air,CR2,CRJ2,CRJ2,CRJ-200ER,50,,,,2013-06-26,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,,True,4,2005-06-01
11299,N855DN,True,31966,ABBA43,Delta Air Lines,737,,B739,B737-932ER,,2016-03-01,2016-03-01,2016-03-16,2016-03-16,Boeing 737,2,Jet,False,Boeing 737,9.0,True,1,2016-03-16
22294,N891AT,False,55043,AC491D,Delta Air Lines,717,B717,B717,B717-2BD,110,,,2004-05-06,2013-12-22,Boeing 717,2,Jet,False,Boeing 717,20.8,True,2,2004-05-06
8614,N718TW,True,28486,A99B83,Delta Air Lines,752,B752,B752,B757-231,168,1999-05-16,1999-05-16,1999-05-26,2007-12-14,Boeing 757-200,2,Jet,False,Boeing 757,25.8,True,3,1999-05-26
2133416,N337TN,True,68106,A3B186,American Airlines,7M8,B38M,B38M,737-8MAX,172,,,2023-12-06,2023-12-06,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,1.3,True,1,2023-12-06
13692,N529AS,True,35198,A6AA6E,Alaska Airlines,738,B738,B738,B737-890,,2010-03-19,2010-03-19,2010-04-12,2010-04-12,Boeing 737-800,2,Jet,False,Boeing 737 NG,15.0,True,1,2010-04-12
1749137,N186GJ,True,15165,A15795,Endeavor Air,CR9,CRJ9,CRJ9,CRJ-900LR,76,,,2008-03-13,2020-01-10,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,17.0,True,3,2008-03-13
2719,N548NN,True,15318,A6F6DD,PSA Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,,2014-05-21,2014-05-21,2014-08-05,2014-08-05,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,10.8,True,1,2014-08-05
30516,N219NN,True,17000522,A1DC2A,Envoy Air,E75,E175,E175,175LR,,2015-11-09,,,2020-04-01,Embraer 175,2,Jet,False,Embraer ERJ170,9.3,True,2,2015-11-25
